package,class,method,permissions,categories
com.android.server.pm,PackageManagerService,installPackageWithVerification,android.permission.INSTALL_PACKAGES,Unknown
com.android.server.pm,PackageManagerService,installPackageWithVerificationAndEncryption,android.permission.INSTALL_PACKAGES,Unknown
com.android.server.pm,PackageManagerService,isEphemeralApplication,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,isPackageAvailable,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,isPackageSuspendedForUser,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,isPermissionRevokedByPolicy,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,movePackage,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MOVE_PACKAGE, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.SET_PREFERRED_APPLICATIONS, android.permission.MOVE_PACKAGE",Unknown
com.android.server.pm,PackageManagerService,movePrimaryStorage,android.permission.MOVE_PACKAGE,Unknown
com.android.server.pm,PackageManagerService,queryIntentActivities,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,queryIntentActivityOptions,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,queryIntentContentProviders,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,queryIntentReceivers,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,queryIntentServices,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,registerMoveCallback,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,Unknown
com.android.server.pm,PackageManagerService,replacePreferredActivity,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.SET_PREFERRED_APPLICATIONS, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,resetApplicationPreferences,android.permission.SET_PREFERRED_APPLICATIONS,Unknown
com.android.server.pm,PackageManagerService,resetPreferredActivities,android.permission.SET_PREFERRED_APPLICATIONS,Unknown
com.android.server.pm,PackageManagerService,resetRuntimePermissions,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS",Unknown
com.android.server.pm,PackageManagerService,resolveIntent,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,resolveService,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,revokePermission,android.permission.GRANT_REVOKE_PERMISSIONS,Unknown
com.android.server.pm,PackageManagerService,revokeRuntimePermission,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS",Unknown
com.android.server.pm,PackageManagerService,setApplicationBlockedSettingAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_USERS",Unknown
com.android.server.pm,PackageManagerService,setApplicationEnabledSetting,"android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.pm,PackageManagerService,setApplicationHiddenSettingAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_USERS",Unknown
com.android.server.pm,PackageManagerService,setBlockUninstallForUser,android.permission.DELETE_PACKAGES,Unknown
com.android.server.pm,PackageManagerService,setComponentEnabledSetting,"android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.pm,PackageManagerService,setDefaultBrowserPackageName,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,setHomeActivity,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,setInstallLocation,android.permission.WRITE_SECURE_SETTINGS,Unknown
com.android.server.pm,PackageManagerService,setLastChosenActivity,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,setPackageStoppedState,"android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.pm,PackageManagerService,setPackagesSuspendedAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_USERS",Unknown
com.android.server.pm,PackageManagerService,setPermissionEnforced,"android.permission.GRANT_REVOKE_PERMISSIONS, android.permission.GRANT_RUNTIME_PERMISSIONS",Unknown
com.android.server.pm,PackageManagerService,shouldShowRequestPermissionRationale,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.pm,PackageManagerService,systemReady,"android.permission.CHANGE_COMPONENT_ENABLED_STATE, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,unregisterMoveCallback,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,Unknown
com.android.server.pm,PackageManagerService,updateExternalMediaStatus,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.SET_PREFERRED_APPLICATIONS",Unknown
com.android.server.pm,PackageManagerService,updateIntentVerificationStatus,android.permission.SET_PREFERRED_APPLICATIONS,Unknown
com.android.server.pm,PackageManagerService,updatePermissionFlags,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS",Unknown
com.android.server.pm,PackageManagerService,updatePermissionFlagsForAllApps,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.REVOKE_RUNTIME_PERMISSIONS",Unknown
com.android.server.pm,PackageManagerService,verifyIntentFilter,android.permission.INTENT_FILTER_VERIFICATION_AGENT,Unknown
com.android.server.pm,PackageManagerService,verifyPendingInstall,"android.permission.GRANT_RUNTIME_PERMISSIONS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.PACKAGE_VERIFICATION_AGENT, android.permission.REVOKE_RUNTIME_PERMISSIONS, android.permission.SET_PREFERRED_APPLICATIONS, android.permission.PACKAGE_VERIFICATION_AGENT",Unknown
com.android.server.pm,ShortcutService,onApplicationActive,android.permission.RESET_SHORTCUT_MANAGER_THROTTLING,Unknown
com.android.server.power,PowerManagerService,acquireWakeLock,"android.permission.UPDATE_DEVICE_STATS, android.permission.WAKE_LOCK, android.permission.WAKE_LOCK",Unknown
com.android.server.power,PowerManagerService,acquireWakeLockWithUid,android.permission.WAKE_LOCK,Unknown
com.android.server.power,PowerManagerService,crash,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService,goToSleep,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,nap,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,reboot,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService,releaseWakeLock,android.permission.WAKE_LOCK,Unknown
com.android.server.power,PowerManagerService,setAttentionLight,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,setStayOnSetting,android.permission.WRITE_SETTINGS,Unknown
com.android.server.power,PowerManagerService,setTemporaryScreenAutoBrightnessAdjustmentSettingOverride,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,setTemporaryScreenBrightnessSettingOverride,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,shutdown,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService,updateWakeLockUids,"android.permission.UPDATE_DEVICE_STATS, android.permission.WAKE_LOCK",Unknown
com.android.server.power,PowerManagerService,updateWakeLockWorkSource,"android.permission.UPDATE_DEVICE_STATS, android.permission.WAKE_LOCK",Unknown
com.android.server.power,PowerManagerService,userActivity,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService,wakeUp,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,acquireWakeLock,android.permission.WAKE_LOCK,Unknown
com.android.server.power,PowerManagerService$BinderService,acquireWakeLockWithUid,android.permission.WAKE_LOCK,Unknown
com.android.server.power,PowerManagerService$BinderService,boostScreenBrightness,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,crash,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService$BinderService,goToSleep,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,nap,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,powerHint,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,reboot,"android.permission.REBOOT, android.permission.RECOVERY",Unknown
com.android.server.power,PowerManagerService$BinderService,rebootSafeMode,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService$BinderService,releaseWakeLock,android.permission.WAKE_LOCK,Unknown
com.android.server.power,PowerManagerService$BinderService,setAttentionLight,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,setPowerSaveMode,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,setStayOnSetting,android.permission.WRITE_SETTINGS,Unknown
com.android.server.power,PowerManagerService$BinderService,setTemporaryScreenAutoBrightnessAdjustmentSettingOverride,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,setTemporaryScreenBrightnessSettingOverride,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,shutdown,android.permission.REBOOT,Unknown
com.android.server.power,PowerManagerService$BinderService,updateWakeLockUids,"android.permission.UPDATE_DEVICE_STATS, android.permission.WAKE_LOCK",Unknown
com.android.server.power,PowerManagerService$BinderService,updateWakeLockWorkSource,"android.permission.UPDATE_DEVICE_STATS, android.permission.WAKE_LOCK",Unknown
com.android.server.power,PowerManagerService$BinderService,userActivity,android.permission.DEVICE_POWER,Unknown
com.android.server.power,PowerManagerService$BinderService,wakeUp,android.permission.DEVICE_POWER,Unknown
com.android.server.print,PrintManagerService,addPrintJobStateChangeListener,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,cancelPrintJob,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,createPrinterDiscoverySession,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,destroyPrinterDiscoverySession,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,getEnabledPrintServices,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,getInstalledPrintServices,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,getPrintJobInfo,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,getPrintJobInfos,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,print,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,removePrintJobStateChangeListener,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,restartPrintJob,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS",Unknown
com.android.server.print,PrintManagerService,startPrinterDiscovery,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,startPrinterStateTracking,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,stopPrinterDiscovery,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,stopPrinterStateTracking,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService,validatePrinters,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,addPrintJobStateChangeListener,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,cancelPrintJob,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,getPrintJobInfo,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,getPrintJobInfos,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,print,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.print,PrintManagerService$PrintManagerImpl,restartPrintJob,com.android.printspooler.permission.ACCESS_ALL_PRINT_JOBS,Unknown
com.android.server.sip,SipService,close,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,createSession,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,getListOfProfiles,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,getPendingSession,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,isOpened,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,isRegistered,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,open,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,open3,android.permission.USE_SIP,Unknown
com.android.server.sip,SipService,setRegistrationListener,android.permission.USE_SIP,Unknown
com.android.server.soundtrigger,SoundTriggerService$SoundTriggerServiceStub,deleteSoundModel,android.permission.MANAGE_SOUND_TRIGGER,Unknown
com.android.server.soundtrigger,SoundTriggerService$SoundTriggerServiceStub,getSoundModel,android.permission.MANAGE_SOUND_TRIGGER,Unknown
com.android.server.soundtrigger,SoundTriggerService$SoundTriggerServiceStub,startRecognition,android.permission.MANAGE_SOUND_TRIGGER,Unknown
com.android.server.soundtrigger,SoundTriggerService$SoundTriggerServiceStub,stopRecognition,android.permission.MANAGE_SOUND_TRIGGER,Unknown
com.android.server.soundtrigger,SoundTriggerService$SoundTriggerServiceStub,updateSoundModel,android.permission.MANAGE_SOUND_TRIGGER,Unknown
com.android.server.statusbar,StatusBarManagerService,addTile,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,clearNotificationEffects,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,clickTile,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,collapsePanels,android.permission.EXPAND_STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,disable,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,disable2,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,disable2ForUser,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,disableForUser,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,expandNotificationsPanel,android.permission.EXPAND_STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,expandSettingsPanel,android.permission.EXPAND_STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,handleSystemNavigationKey,android.permission.EXPAND_STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,onClearAllNotifications,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationActionClick,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationClear,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationClick,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationError,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationExpansionChanged,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onNotificationVisibilityChanged,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onPanelHidden,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,onPanelRevealed,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,registerStatusBar,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,remTile,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,removeIcon,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,setIcon,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,setIconVisibility,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,setImeWindowStatus,android.permission.STATUS_BAR,Unknown
com.android.server.statusbar,StatusBarManagerService,setSystemUiVisibility,android.permission.STATUS_BAR_SERVICE,Unknown
com.android.server.statusbar,StatusBarManagerService,topAppWindowChanged,android.permission.STATUS_BAR,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,acceptRingingCall,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,cancelMissedCallsNotification,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,clearAccounts,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,endCall,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,getAdnUriForPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,getCallCapablePhoneAccounts,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,getCurrentTtyMode,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,getDefaultOutgoingPhoneAccount,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,getLine1Number,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,getPhoneAccountsSupportingScheme,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,getSimCallManagers,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,handlePinMmi,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,handlePinMmiForPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,hasVoiceMailNumber,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,isInCall,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,isRinging,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,isTtySupported,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,isVoiceMailNumber,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,registerPhoneAccount,"android.permission.MODIFY_PHONE_STATE, android.permission.REGISTER_CONNECTION_MANAGER",Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,setSimCallManager,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,setUserSelectedOutgoingPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,showInCallScreen,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomService$TelecomServiceImpl,silenceRinger,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomService$TelecomServiceImpl,unregisterPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,acceptRingingCall,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,cancelMissedCallsNotification,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,clearAccounts,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,endCall,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,getCurrentTtyMode,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomServiceImpl,handlePinMmi,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,isInCall,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomServiceImpl,isRinging,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomServiceImpl,isTtySupported,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomServiceImpl,registerPhoneAccount,"android.permission.MODIFY_PHONE_STATE, com.android.server.telecom.permission.REGISTER_PROVIDER_OR_SUBSCRIPTION",Unknown
com.android.server.telecom,TelecomServiceImpl,setSimCallManager,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,setUserSelectedOutgoingPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,showInCallScreen,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.server.telecom,TelecomServiceImpl,silenceRinger,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.telecom,TelecomServiceImpl,unregisterPhoneAccount,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,acquireTvInputHardware,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,addBlockedRating,android.permission.MODIFY_PARENTAL_CONTROLS,Unknown
com.android.server.tv,TvInputManagerService$BinderService,captureFrame,android.permission.CAPTURE_TV_INPUT,Unknown
com.android.server.tv,TvInputManagerService$BinderService,getAvailableTvStreamConfigList,android.permission.CAPTURE_TV_INPUT,Unknown
com.android.server.tv,TvInputManagerService$BinderService,getDvbDeviceList,android.permission.DVB_DEVICE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,getHardwareList,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,openDvbDevice,android.permission.DVB_DEVICE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,releaseTvInputHardware,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$BinderService,removeBlockedRating,android.permission.MODIFY_PARENTAL_CONTROLS,Unknown
com.android.server.tv,TvInputManagerService$BinderService,setParentalControlsEnabled,android.permission.MODIFY_PARENTAL_CONTROLS,Unknown
com.android.server.tv,TvInputManagerService$BinderService,unblockContent,android.permission.MODIFY_PARENTAL_CONTROLS,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,addHardwareInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,addHardwareTvInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,addHdmiInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,addHdmiTvInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,removeHardwareInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.tv,TvInputManagerService$ServiceCallback,removeTvInput,android.permission.TV_INPUT_HARDWARE,Unknown
com.android.server.usage,UsageStatsService$BinderService,onCarrierPrivilegedAppsChanged,android.permission.BIND_CARRIER_SERVICES,Unknown
com.android.server.usage,UsageStatsService$BinderService,queryConfigurationStats,android.permission.PACKAGE_USAGE_STATS,Unknown
com.android.server.usage,UsageStatsService$BinderService,queryEvents,android.permission.PACKAGE_USAGE_STATS,Unknown
com.android.server.usage,UsageStatsService$BinderService,queryUsageStats,android.permission.PACKAGE_USAGE_STATS,Unknown
com.android.server.usage,UsageStatsService$BinderService,setAppInactive,android.permission.CHANGE_APP_IDLE_STATE,Unknown
com.android.server.usb,UsbService,allowUsbDebugging,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,clearDefaults,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,clearUsbDebuggingKeys,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,denyUsbDebugging,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,getPortStatus,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,getPorts,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,grantAccessoryPermission,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,grantDevicePermission,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,hasDefaults,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,isFunctionEnabled,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setAccessoryPackage,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setCurrentFunction,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setDevicePackage,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setMassStorageBackingFile,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setPortRoles,android.permission.MANAGE_USB,Unknown
com.android.server.usb,UsbService,setUsbDataUnlocked,android.permission.MANAGE_USB,Unknown
com.android.server.voiceinteraction,VoiceInteractionManagerService$VoiceInteractionManagerServiceStub,activeServiceSupportsAssist,android.permission.ACCESS_VOICE_INTERACTION_SERVICE,Unknown
